DESTINO;CTRC/GAI/PAL;T;AUTORIZACAO;PREV DE ENTREGA;NFISCAL;PEDIDO;SUBC;REMETENTE;PAGADOR;ABC;DESTINATARIO;CIDADE;UF;SET;MERCADORIA;FRETE;KgREA;M3;PESO CALCULO;SSWBAR;QVOL;COD ULT OCOR;DESC ULT OCOR;DATA ULT OCOR;PREVCHEGADA;MANIFESTO/END;CHAVE DACTE;COMISSAO RECEPCAO;TROCA GELO
NVV;UDI025994-2; N;09/03/2026;17/03/2026;168;            ;     ;SALU - TECIDOS E CONFECCOES LT;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;762,62;81,06;13;0;13;0;1;91;ANALISE DE INDENIZACAO;22/06/2026;;DK4000012-4;31260307655407001097570100000470761005215065 ;0;
NVV;GYN117396-1; D;19/05/2026;28/05/2026;5561;            ;     ;RAIA DROGASIL S/A;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;375;1.085,60;104,7;1,85;0;1,85;0;7;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;DK4000035-3;52260507655407000449570040000964731005984391 ;0;
NVV;CBA017078-0; D;25/05/2026;03/06/2026;2048;            ;     ;EDILCE NERE DA SILVA LIMA;DISTRIBUIDORA AHEAD DE MERCADO;.3;DISTRIBUIDORA AHEAD DE MERCADO;EXTREMA;MG;CAM;5.224,07;271,07;46;0;46;0;1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;DK4000039-6;51260507655407000368570020000169741006055389 ;0;
NVV;RO2012040-5; D;15/06/2026;23/06/2026;153948;            ;     ;SENDAS DISTRIBUIDORA S/A;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;SAO;121,82;142,3;3,15;0;3,15;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;22/06/2026;;DK4000061-2;51260607655407000872570060000118381006281921 ;0;
NVV;GYN120176-0; D;12/06/2026;23/06/2026;57975;            ;     ;EMPREENDIMENTOS PAGUE MENOS S/;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;SAO;100,55;103,44;0,45;0;0,45;0;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;25/06/2026;;DK4000067-1;52260607655407000449570040000978681006262071 ;0;
NVV;GYN120791-1; N;17/06/2026;26/06/2026;6490321;            ;     ;REAL DISTRIBUIDORA E LOGISTICA;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;SAO;63,5;0,01;0,7;0;0,7;0;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;25/06/2026;;DK4000067-1;52260607655407000449570040000981771006323025 ;0;
NVV;CGD034007-3; N;01/07/2026;10/07/2026;219781;            ;     ;SL COMERCIO E REPRESENTACOES L;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;374,67;72,84;3,27;0;3,27;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;50260707655407000600570010000335721006479293 ;0;
NVV;CGD034008-1; N;01/07/2026;10/07/2026;405324;            ;     ;FUNDO ESPECIAL DA PROCURADORIA;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;1.430,50;81,66;11,44;0;11,44;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;50260707655407000600570010000335731006479304 ;0;
NVV;DRD033783-8; D;19/06/2026;30/06/2026;   644621*;            ;     ;GAZIN IND E COM DE MOVEIS ELET;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;15.304,25;122,09;17,25;0;17,25;2;3;50;FALTA DE MERCADORIA;08/07/2026;;DK4000076-1;50260607655407000600570010000333511006354208 ;0;
NVV;GYN121311-3; N;22/06/2026;01/07/2026;404259;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;1.700,36;82,02;1,97;0;1,97;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;52260607655407000449570040000983881006370877 ;0;
NVV;GYN121314-8; N;22/06/2026;01/07/2026;403807;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;1.700,36;82,02;1,97;0;1,97;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;52260607655407000449570040000983911006371143 ;0;
NVV;GYN121492-6; N;24/06/2026;03/07/2026;1536;168338;     ;ELIANA MARIA FERREIRA COUTINHO;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;2.140,99;103,81;14,524;0,1316;32,9;2;2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;52260607655407000449570040000984741006398526 ;0;
NVV;GYN121749-6; N;26/06/2026;07/07/2026;102254;            ;     ;CENTRO OESTE COMERCIAL DE ALIM;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;215,5;80,1;5,431;0,0405;10,125;3;4;50;FALTA DE MERCADORIA;08/07/2026;;DK4000076-1;52260607655407000449570040000986361006430110 ;0;
NVV;GYN121892-1; N;29/06/2026;08/07/2026;190307;            ;     ;DPC DISTRIBUIDORA ATACADISTA S;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;SAO;84,6;0,01;0,264;0;0,264;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;52260607655407000449570040000986841006444509 ;0;
NVV;GYN122133-7; N;01/07/2026;10/07/2026;81;            ;     ;UNE TELECOM LTDA;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;157.146,78;472,35;80,566;0,2841;80,566;2;2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;52260707655407000449570040000987561006470709 ;0;
NVV;GYN122160-4; N;01/07/2026;10/07/2026;507000;            ;     ;PATRICIA QUIRINO GONCALVES DE ;FRIGELAR COMERCIO E INDUSTRIA;A1;FRIGELAR COMERCIO E INDUSTRIA;EXTREMA;MG;SAO;2.014,22;216,05;37,41;0,4037;121,11;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;52260707655407000449570040000987801006477032 ;0;
NVV;ITB121287-7; N;22/06/2026;01/07/2026;403568;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;4.012,20;87,27;2,22;0;2,22;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;52260607655407000449570040000983641006369249 ;0;
NVV;TGA000777-3; D;25/06/2026;06/07/2026;395508;            ;     ;JUNQUEIRA MATERIAIS E CONSTRUC;FORCE LINE IND COM COMP ELETRO;B2;FORCE LINE IND COM COMP ELETRO;EXTREMA;MG;SAO;3.687,51;146,6;34,43;0;34,43;7;7;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;51260607655407001500570150000007551006409316 ;0;
NVV;PMW121508-6; D;24/06/2026;03/07/2026;493718;            ;     ;IRMAOS MEURER LTDA;FRIGELAR COMERCIO E INDUSTRIA;A1;FRIGELAR COMERCIO E INDUSTRIA;EXTREMA;MG;SAO;3.648,06;191,67;50;0;50;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;08/07/2026;;DK4000078-7;52260607655407000449570040000984901006399232 ;0;
NVV;PVA012050-2; D;18/06/2026;29/06/2026;358147;            ;     ;COTRIMAC-COTRIGUACU MATS.P/CON;FORCE LINE IND COM COMP ELETRO;B2;FORCE LINE IND COM COMP ELETRO;EXTREMA;MG;SAO;102,38;94,66;3,71;0;3,71;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;08/07/2026;;DK4000078-7;51260607655407000872570060000118471006333270 ;0;
NVV;GYN104416-8; N;21/01/2026;30/01/2026;3668;            ;     ;RAIA DROGASIL S/A;NEWELL BRANDS BRASIL LTDA (SOB;A1;NEWELL BRANDS BRASIL LTDA (SOB;POUSO ALEGRE;MG;375;124,13;0,01;5;0;5;1;1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;08/07/2026;;SAO076486-8;52260107655407000449570040000902951004756020 ;0;
NVV;RON011757-9; D;10/03/2026;02/04/2026;873320;            ;     ;GAZIN IND. E COM. DE MOVEIS E;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;9.849,10;113,1;1,96;0;1,96;0;4;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;SAO077434-1;51260307655407000872570060000115621005224981 ;0;
NVV;RON011758-7; D;10/03/2026;19/03/2026;873321;            ;     ;GAZIN IND. E COM. DE MOVEIS E;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;1.617,83;96,13;0,5;0;0,5;0;1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;SAO077434-1;51260307655407000872570060000115631005225012 ;0;
NVV;ITB110852-2; N;19/03/2026;30/03/2026;3380636;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;1.955,41;73,3;1,97;0;1,97;0;1;63;EXTRAVIO TOTAL;15/06/2026;;SAO077834-6;52260307655407000449570040000935781005331020 ;0;
NVV;GYN111843-9; N;27/03/2026;08/04/2026;390396;            ;     ;CONSELHO DA COORDENACAO REGION;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;CAM;4.012,20;78,03;3,56;0,0129;3,56;0;1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;SAO077933-4;52260307655407000449570040000941251005425600 ;0;
PPB;RIO000349-2; N;19/06/2026;03/07/2026;38205;            ;     ;METALCAVA FUNDICAO DE METAIS E;METALCAVA FUNDICAO DE METAIS E;C.;COOPERATIVA AGRICOLA SUL BRASI;ALVARES MACHADO;SP;SJR;6.328,15;526,19;195,43;0,27;195,43;47;47;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;SAO080565-3;42260607655407002140570200000003471006357023 ;115,76;
PSA;CAM415704-4; D;10/07/2026;20/07/2026;514083;            ;     ;PEDRO ALEXANDRE LISBOA CAMPOS;FRIGELAR COMERCIO E INDUSTRIA;A1;FRIGELAR COMERCIO E INDUSTRIA;EXTREMA;MG;SAO;3.298,99;109,43;29,7;0,16;48;0;1;80;CTRC EMITIDO;10/07/2026;;;35260707655407000520570030004539511006588330 ;0;
RAO;CAS009207-0; N;23/06/2026;31/12/2050;230626;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO TRANSPOR;RIBEIRAO PRETO;SP;CAM;0,01;0,01;1;0;1;0;1;80;CTRC EMITIDO;23/06/2026;;; ;0;
SAL;PMS000313-1; N;09/03/2026;31/12/2050;15795;            ;YHKWQ;48.865.172 WANDERSON VIEIRA DE;EXPRESSO RIO VERMELHO TRANSP L;..;DNL COMERCIO E SERVICOS LTDA;GUARULHOS;SP;1;0,01;0,01;20;0;20;0;2;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;DK4000028-1; ;0;
SAL;BDS001294-7; N;07/05/2026;31/12/2050;41782;            ;TNG  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;GUARULHOS;SP;1;0,01;0,01;300;0;300;0;6;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;GYN022439-1; ;0;
SAL;CAS009256-8; N;03/07/2026;31/12/2050;    48864*;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;GUARULHOS;SP;1;0,01;0,01;5,5;0;5,5;0;7;51;SOBRA DE MERCADORIA;10/07/2026;;; ;0;
SAO;CAS008288-1; N;13/11/2025;31/12/2050;944796;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO TRANSPOR;SAO PAULO;SP;21;0,01;0,01;10;0,01;10;1;1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;27/06/2026;;CAM024812-6; ;0;
SAO;PMW111757-2; N;27/03/2026;07/04/2026;159073;            ;IWVWM;UMUARAMA MOTORS COMERCIO E SER;CEVA LOGISTICS LTDA;A1;TOYOTA DO BRASIL LTDA;SOROCABA;SP;CAM;140,6;74;1;0;1;0;1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;29/05/2026;;CAM026640-0;52260307655407000449570040000940721005420352 ;0;
SAO;PMW113549-0; N;14/04/2026;24/04/2026;159077;            ;IWVWM;UMUARAMA MOTORS COMERCIO E SER;CEVA LOGISTICS LTDA;A1;TOYOTA DO BRASIL LTDA;SOROCABA;SP;CAM;2.552,72;76,41;10;0;10;0;1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;29/05/2026;;CAM026640-0;52260407655407000449570040000947621005597371 ;0;
SAO;CAS009159-6; N;05/06/2026;31/12/2050;158;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;SAO PAULO;SP;21;500;0,01;189;0,02;189;0;4;80;CTRC EMITIDO;05/06/2026;;; ;0;
SAO;CAS009284-3; N;10/07/2026;31/12/2050;   440545*;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;SAO PAULO;SP;21;0,01;0,01;150;0;150;0;3;80;CTRC EMITIDO;10/07/2026;;; ;0;
SIN;PSA113565-1; N;07/07/2026;21/07/2026;1148;            ;     ;VOLPE ROSSA COMERCIAL IMPORTAD;VOLPE ROSSA COMERCIAL IMPORTAD;B.;S.C.P.VALE E CIA LTDA ME;GUARANTA DO NORTE;MT;4;3.747,29;669,93;127,98;0,4233;127,98;0;14;83;CHEGADA NA UNIDADE INTERMEDIARIA ;08/07/2026;;PSA000095-7;35260707655407000287570020021000581006542135 ;0;
SIN;CAM415462-2; N;08/07/2026;17/07/2026;823146;            ;     ;ZF AUTOMOTIVE BRASIL LTDA;ZF AUTOMOTIVE BRASIL LTDA;A1;PACAEMBU AUTOPECAS LTDA;SINOP;MT;1;1.156,95;161,41;14,262;0,1922;57,66;0;1;80;CTRC EMITIDO;08/07/2026;;;35260707655407000520570030004537001006564377 ;0;
TGA;PSA116574-7; N;10/07/2026;21/07/2026;3570943;800811680;     ;GRUPO MULTI S A;GRUPO MULTI S A;A1;TANGARA LUDIQUE LTDA;TANGARA DA SERRA;MT;TGA;1.258,54;127,65;9,23;0,1465;36,625;0;2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;11/07/2026;;PSA000098-1;35260707655407000287570020021029471006594040 ;25,53;
TGA;PSA116586-1; N;10/07/2026;21/07/2026;3574597;800819343;     ;GRUPO MULTI S A;GRUPO MULTI S A;A1;J DEISE NASCIMENTO CAMPOS PINT;TANGARA DA SERRA;MT;TGA;4.486,83;375,14;52,5;0,831;207,75;0;5;83;CHEGADA NA UNIDADE INTERMEDIARIA ;11/07/2026;;PSA000098-1;35260707655407000287570020021029591006594165 ;75,03;
TIT;CGD032715-8; N;01/04/2026;13/04/2026;     2343*;            ;     ;COMPANHIA BRASILEIRA DE DISTRI;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;1.145,31;130,47;23;0;23;0;2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/04/2026;;DK4000014-1;50260407655407000600570010000322471005474358 ;32,15;
TIT;CBA016790-8; D;30/03/2026;09/04/2026;727110;            ;     ;PACAEMBU AUTOPECAS LTDA;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;5.557,61;165,42;76,07;0;76,07;0;1;34;ENTREGUE/ CTE RETIDO NO CLIENTE PARA CONFERENCIA;27/06/2026;;DK4000018-3;51260307655407000368570020000166901005445043 ;40,76;
TIT;GYN114139-2; N;17/04/2026;29/04/2026;112727;            ;     ;AUTO NORTE DISTRIBUIDORA DE PE;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;2.860,41;115,45;10;0;10;0;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;27/04/2026;;DK4000021-3;52260407655407000449570040000950401005649621 ;28,45;
TIT;BSB117031-7; D;15/05/2026;26/05/2026;304812;            ;     ;EMBREPAR DO BRASIL - EIRELI;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;25,05;108,05;0,45;0,0056;1,68;0;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;27/05/2026;;DK4000035-3;52260507655407000449570040000963181005951046 ;26,62;
TIT;ROS006128-0; N;20/05/2026;31/12/2050;324067;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;INNOVATIVE WATER CARE IND E CO;SOROCABA;SP;CAM;0,01;0,01;50;0;50;55;56;50;FALTA DE MERCADORIA;17/06/2026;;DK4000055-8; ;0;
TIT;CBA017207-3; N;22/06/2026;01/07/2026;1356446;            ;     ;FERNANDA TAMBELLINI;CORDEIRO MAQUINAS E FERRAMENTA;B.;CORDEIRO MAQUINAS E FERRAMENTA;SOROCABA;SP;CAM;1.047,27;108,84;14;0;14;1;1;51;SOBRA DE MERCADORIA;02/07/2026;;DK4000072-8;51260607655407000368570020000171031006366654 ;22,99;
TIT;GYN121351-2; N;23/06/2026;02/07/2026;32113;            ;     ;NOROESTE COMERCIO E INDUSTRIA ;SANTAE EQUIPAMENTOS DE ENGENHA;B.;SANTAE EQUIPAMENTOS DE ENGENHA;TIETE;SP;CAM;2.968,02;147,74;17,91;0,1482;44,46;1;1;51;SOBRA DE MERCADORIA;02/07/2026;;DK4000072-8;52260607655407000449570040000984061006381917 ;31,2;
TIT;CBA017231-6; N;25/06/2026;06/07/2026;20251;            ;     ;MARAJO COMERCIO DE AUTO PECAS ;MARAJO COMERCIO DE AUTO PECAS ;C.;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;3.710,95;261,25;30;0,0707;30;1;1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/07/2026;;DK4000076-1;51260607655407000368570020000171271006415380 ;55,18;
